Precinct,Bennet,,,Biden,,,Bloomberg,,,Buttigieg,,,Delaney,,,Gabbard,,,Klobuchar,,,Patrick,,,Sanders,,,Steyer,,,Warren,,,Yang,,,Other,,,Uncommitted,,
JOHNSTON-06,1,0,0,47,52,0.5596,0,0,0,65,74,0.5596,0,0,0,0,0,0,28,40,0.2798,0,0,0,30,39,0.2798,4,0,0,17,0,0,13,0,0,0,0,0,0,0,0
ALLEMAN-01,0,0,0,5,0,0,0,0,0,8,8,0,0,0,0,0,0,0,11,12,0.2798,0,0,0,6,4,0,6,12,0.2798,7,6,0,0,0,0,0,0,0,0,0,0
JEFFERSON-01,0,0,0,32,36,0.2798,1,0,0,35,44,0.2798,0,0,0,2,0,0,30,45,0.5596,0,0,0,17,23,0.2798,8,0,0,16,0,0,6,0,0,0,0,0,3,0,0
WEBSTER-01,0,0,0,11,0,0,0,0,0,12,17,0.2798,0,0,0,0,0,0,1,0,0,0,0,0,12,13,0.2798,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0
WDM-114,2,0,0,62,68,0.5596,0,0,0,108,128,1.1192,0,0,0,1,0,0,58,70,0.8394,0,0,0,74,100,0.8394,10,0,0,53,0,0,9,0,0,0,0,0,1,0,0
WDM-315,0,0,0,34,37,0.2798,0,0,0,54,66,0.8394,0,0,0,0,0,0,34,48,0.5596,0,0,0,48,57,0.5596,1,0,0,31,0,0,13,0,0,0,0,0,0,0,0
DES MOINES-72,0,0,0,3,3,0.2798,0,0,0,2,2,0,0,0,0,0,0,0,3,3,0,0,0,0,6,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
DES MOINES-23,0,0,0,16,18,0.5596,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,55,1.399,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0
WDM-316,0,0,0,61,70,0.5596,4,0,0,91,103,0.8394,0,0,0,0,0,0,64,81,0.8394,0,0,0,47,0,0,14,0,0,63,94,0.8394,21,0,0,0,0,0,3,0,0
DES MOINES-16,0,0,0,62,0,0,0,0,0,107,119,1.1192,0,0,0,2,0,0,88,123,1.1192,0,0,0,136,151,1.1192,0,0,0,97,108,0.8394,23,0,0,0,0,0,4,0,0
URBANDALE-09,2,0,0,48,58,0.5596,0,0,0,60,84,0.8394,0,0,0,1,0,0,35,0,0,0,0,0,81,84,0.8394,12,0,0,65,79,0.8394,3,0,0,4,7,0,1,0,0
DES MOINES-43,0,0,0,68,73,0.5596,0,0,0,97,101,0.5596,0,0,0,0,0,0,71,72,0.5596,0,0,0,96,100,0.5596,0,0,0,124,126,0.8394,16,0,0,0,0,0,0,0,0
ANKENY-03,0,0,0,21,0,0,0,0,0,49,76,0.8394,0,0,0,1,0,0,16,0,0,0,0,0,64,70,0.8394,7,0,0,54,66,0.8394,13,0,0,0,0,0,0,0,0
GRIMES-02,0,0,0,39,48,0.5596,0,0,0,76,95,1.1192,0,0,0,0,0,0,21,0,0,0,0,0,38,42,0.5596,9,0,0,49,61,0.8394,20,0,0,1,0,0,0,0,0
DES MOINES-45,0,0,0,14,0,0,1,0,0,30,46,0.2798,0,0,0,1,0,0,22,0,0,0,0,0,81,85,0.5596,0,0,0,73,103,0.8394,12,0,0,2,0,0,4,5,0
DES MOINES-57,0,0,0,24,0,0,0,0,0,58,88,0.5596,0,0,0,0,0,0,25,0,0,0,0,0,140,148,0.8394,2,0,0,107,138,0.8394,24,0,0,4,0,0,1,0,0
ANKENY-04,0,0,0,26,0,0,0,0,0,48,55,0.5596,0,0,0,1,0,0,35,45,0.5596,0,0,0,51,54,0.5596,2,0,0,52,58,0.8394,3,0,0,0,0,0,0,0,0
URBANDALE-01,0,0,0,37,37,0.2798,0,0,0,49,53,0.5596,0,0,0,0,0,0,36,38,0.5596,0,0,0,59,61,0.5596,0,0,0,38,40,0.5596,18,0,0,0,0,0,0,0,0
ANKENY-07,0,0,0,30,33,0.2798,2,0,0,50,71,0.8394,0,0,0,0,0,0,10,0,0,0,0,0,41,45,0.5596,7,0,0,34,38,0.5596,16,0,0,0,0,0,3,6,0
URBANDALE-06,0,0,0,51,53,0.5596,0,0,0,66,73,0.8394,0,0,0,2,0,0,48,52,0.5596,0,0,0,60,63,0.5596,4,0,0,48,52,0.5596,16,0,0,0,0,0,0,2,0
DES MOINES-29,0,0,0,37,41,0.5596,0,0,0,28,41,0.5596,0,0,0,0,0,0,21,0,0,0,0,0,29,31,0.2798,0,0,0,31,40,0.5596,11,0,0,0,0,0,0,0,0
JOHNSTON-03,1,0,0,42,53,0.5596,0,0,0,75,78,0.5596,0,0,0,0,0,0,47,57,0.5596,0,0,0,17,0,0,12,0,0,41,58,0.5596,13,0,0,0,0,0,2,2,0
URBANDALE-11,0,0,0,50,61,0.5596,1,0,0,58,65,0.8394,0,0,0,0,0,0,59,65,0.5596,0,0,0,25,0,0,12,0,0,37,53,0.5596,16,0,0,2,0,0,0,0,0
SAYLOR-01,0,0,0,27,27,0.2798,0,0,0,26,28,0.5596,0,0,0,0,0,0,19,22,0.2798,0,0,0,32,33,0.5596,3,0,0,27,29,0.5596,5,0,0,0,0,0,1,0,0
CROCKER-01,0,0,0,28,31,0.2798,0,0,0,37,43,0.2798,0,0,0,0,0,0,40,50,0.5596,0,0,0,17,1,0,6,0,0,30,46,0.5596,15,2,0,0,0,0,3,2,0
JOHNSTON-02,0,0,0,37,0,0,0,0,0,70,81,0.8394,0,0,0,3,0,0,75,106,1.1192,0,0,0,76,83,0.8394,4,0,0,59,69,0.5596,33,0,0,0,0,0,0,0,0
DES MOINES-46,0,0,0,16,0,0,0,0,0,21,24,0.2798,0,0,0,0,0,0,5,0,0,0,0,0,65,70,0.8394,0,0,0,27,34,0.5596,4,0,0,0,0,0,0,0,0
PLEASANT HILL-02,0,0,0,41,42,0.5596,0,0,0,45,47,0.5596,0,0,0,0,0,0,33,33,0.5596,0,0,0,31,31,0.2798,5,0,0,42,42,0.5596,5,5,0,0,0,0,0,0,0
ANKENY-15,0,0,0,35,40,0.5596,1,0,0,66,86,0.8394,0,0,0,0,0,0,13,0,0,0,0,0,49,55,0.5596,0,0,0,34,43,0.5596,28,0,0,0,0,0,0,1,0
ALTOONA-03,1,0,0,28,30,0.5596,0,0,0,39,44,0.8394,0,0,0,0,0,0,29,32,0.5596,0,0,0,40,43,0.8394,0,0,0,36,37,0.5596,12,0,0,0,0,0,2,0,0
WDM-314,0,0,0,0,0,0,0,0,0,47,47,0.5596,0,0,0,0,0,0,0,0,0,0,0,0,56,56,0.5596,0,0,0,41,41,0.5596,0,0,0,0,0,0,0,0,0
DES MOINES-25,0,0,0,9,10,0.2798,0,0,0,10,10,0.2798,0,0,0,0,0,0,0,0,0,0,0,0,21,23,0.5596,3,0,0,12,14,0.5596,2,0,0,0,0,0,0,0,0
URBANDALE-05,0,0,0,48,48,0.5596,0,0,0,63,69,0.5596,0,0,0,0,0,0,37,48,0.5596,0,0,0,60,67,0.5596,5,0,0,43,43,0.5596,19,0,0,0,0,0,0,0,0
URBANDALE-10,4,0,0,56,58,0.5596,0,0,0,101,106,1.1192,0,0,0,0,0,0,45,50,0.5596,0,0,0,36,12,0,2,0,0,48,73,0.5596,9,0,0,0,0,0,0,0,0
ANKENY-13,1,0,0,67,69,0.5596,0,0,0,114,126,1.1192,0,0,0,4,0,0,75,86,0.8394,0,0,0,70,76,0.8394,12,0,0,66,69,0.5596,16,0,0,0,0,0,1,0,0
BONDURANT-02,0,0,0,18,26,0.2798,0,0,0,47,61,0.8394,0,0,0,0,0,0,12,0,0,0,0,0,29,34,0.2798,15,0,0,39,43,0.5596,4,0,0,0,0,0,0,0,0
ALTOONA-04,2,0,0,34,34,0.2798,0,0,0,54,60,0.8394,0,0,0,0,0,0,24,39,0.5596,0,0,0,45,47,0.5596,10,0,0,35,36,0.5596,12,0,0,0,0,0,1,0,0
WDM-311,0,0,0,46,39,0,0,0,0,82,96,1.1192,0,0,0,0,0,0,57,60,0.5596,0,0,0,50,59,0.5596,0,0,0,60,61,0.5596,33,0,0,0,0,0,0,0,0
ANKENY-09,0,0,0,24,0,0,0,0,0,63,75,0.8394,0,0,0,0,0,0,43,51,0.5596,0,0,0,77,80,0.8394,1,0,0,57,71,0.5596,16,0,0,0,0,0,2,0,0
GRIMES-03,0,0,0,24,25,0.2798,0,0,0,43,45,0.5596,0,0,0,0,0,0,25,26,0.2798,0,0,0,23,25,0.2798,0,0,0,35,36,0.5596,8,0,0,0,0,0,1,2,0
URBANDALE-08,0,0,0,42,42,0.5596,0,0,0,50,59,0.5596,0,0,0,0,0,0,41,44,0.5596,0,0,0,50,58,0.5596,3,0,0,43,46,0.5596,26,0,0,0,0,0,0,0,0
DES MOINES-22,0,0,0,20,24,0.2798,0,0,0,24,31,0.5596,0,0,0,0,0,0,14,0,0,0,0,0,48,54,0.8394,0,0,0,28,32,0.5596,14,0,0,0,0,0,0,0,0
JOHNSTON-01,0,0,0,45,46,0.5596,0,0,0,78,83,1.1192,0,0,0,0,0,0,36,43,0.5596,0,0,0,43,44,0.5596,8,0,0,59,59,0.5596,9,0,0,0,0,0,0,0,0
DES MOINES-10,0,0,0,48,51,0.5596,2,0,0,60,72,0.5596,0,0,0,0,0,0,51,53,0.5596,0,0,0,61,67,0.5596,11,0,0,58,64,0.5596,17,0,0,0,0,0,1,0,0
ANKENY-02,0,0,0,57,63,0.5596,0,0,0,128,156,1.399,0,0,0,0,0,0,40,0,0,0,0,0,49,52,0.2798,0,0,0,60,62,0.5596,1,0,0,0,0,0,0,0,0
ANKENY-06,0,0,0,40,46,0.5596,3,0,0,49,61,0.5596,0,0,0,4,0,0,39,46,0.5596,0,0,0,36,41,0.5596,14,0,0,40,43,0.5596,13,0,0,0,0,0,0,1,0
DES MOINES-21,0,0,0,32,34,0.5596,0,0,0,30,35,0.5596,0,0,0,0,0,0,1,0,0,0,0,0,60,65,0.8394,5,0,0,40,44,0.5596,12,0,0,0,0,0,2,0,0
ANKENY-11,0,0,0,33,42,0.5596,0,0,0,34,38,0.5596,0,0,0,0,0,0,19,0,0,0,0,0,61,61,0.8394,0,0,0,42,52,0.5596,3,0,0,3,0,0,0,2,0
DES MOINES-61,2,0,0,67,75,0.5596,6,0,0,89,104,0.8394,0,0,0,0,0,0,109,121,0.8394,0,0,0,58,0,0,9,0,0,78,83,0.5596,16,0,0,0,0,0,4,0,0
URBANDALE-07,0,0,0,55,57,0.5596,0,0,0,75,80,0.8394,0,0,0,0,0,0,64,76,0.5596,0,0,0,45,50,0.5596,16,0,0,59,64,0.5596,15,0,0,0,0,0,1,3,0
ANKENY-10,0,0,0,32,35,0.2798,0,0,0,57,83,0.8394,0,0,0,2,0,0,29,0,0,0,0,0,41,44,0.5596,1,0,0,35,45,0.5596,10,0,0,0,0,0,2,0,0
DES MOINES-38,0,0,0,17,0,0,0,0,0,101,108,0.5596,0,0,0,0,0,0,24,0,0,0,0,0,100,101,0.2798,1,0,0,120,127,0.5596,33,0,0,4,65,0.2798,3,0,0
URBANDALE-02,0,0,0,51,64,0.8394,1,0,0,78,104,1.1192,0,0,0,2,0,0,27,0,0,0,0,0,51,62,0.5596,6,0,0,45,56,0.5596,23,0,0,0,0,0,3,0,0
DES MOINES-26,0,0,0,27,27,0.5596,0,0,0,25,25,0.2798,0,0,0,0,0,0,2,0,0,0,0,0,52,57,0.8394,0,0,0,24,26,0.5596,3,0,0,0,0,0,2,0,0
DES MOINES-37,0,0,0,0,0,0,0,0,0,17,17,0.2798,0,0,0,0,0,0,0,0,0,0,0,0,56,60,1.1192,3,0,0,18,25,0.5596,7,0,0,0,0,0,2,0,0
DES MOINES-64,0,0,0,55,72,0.5596,0,0,0,72,87,0.5596,0,0,0,0,0,0,38,0,0,0,0,0,78,81,0.5596,0,0,0,47,58,0.5596,12,0,0,0,0,0,2,0,0
WDM-117,0,0,0,50,53,0.5596,0,0,0,52,59,0.5596,0,0,0,0,0,0,41,42,0.2798,0,0,0,51,52,0.5596,3,0,0,48,50,0.5596,16,0,0,0,0,0,0,0,0
URBANDALE-04,0,0,0,48,52,0.5596,0,0,0,72,83,0.8394,0,0,0,0,0,0,45,50,0.5596,0,0,0,26,0,0,7,0,0,44,61,0.5596,6,0,0,0,0,0,0,0,0
DES MOINES-09,1,0,0,23,3,0,0,0,0,31,39,0.5596,0,0,0,1,0,0,32,39,0.5596,0,0,0,69,70,0.8394,12,0,0,48,52,0.5596,13,1,0,1,0,0,0,21,0
DES MOINES-11,0,0,0,33,50,0.5596,1,0,0,60,80,1.1192,0,0,0,0,0,0,25,0,0,0,0,0,73,75,0.8394,0,0,0,51,53,0.5596,16,0,0,0,4,0,3,0,0
DES MOINES-03,0,0,0,31,32,0.5596,0,0,0,40,40,0.5596,0,0,0,0,0,0,0,0,0,0,0,0,49,51,0.8394,0,0,0,27,29,0.5596,5,0,0,0,0,0,0,0,0
CLIVE-02,0,0,0,42,42,0.2798,0,0,0,48,58,0.5596,0,0,0,0,0,0,41,45,0.5596,0,0,0,62,64,0.5596,7,0,0,44,45,0.5596,10,0,0,0,0,0,1,1,0
CLIVE-03,1,0,0,57,59,0.5596,1,0,0,86,90,0.8394,0,0,0,1,0,0,67,70,0.5596,0,0,0,51,61,0.5596,4,0,0,63,70,0.5596,22,0,0,0,0,0,0,0,0
DES MOINES-54,0,0,0,18,0,0,0,0,0,17,28,0.2798,0,0,0,0,0,0,5,0,0,0,0,0,70,73,0.5596,4,0,0,25,29,0.2798,16,0,0,0,0,0,0,0,0
DES MOINES-18,0,0,0,15,15,0.2798,0,0,0,2,0,0,0,0,0,0,0,0,15,20,0.2798,0,0,0,37,37,0.5596,6,0,0,20,22,0.2798,0,0,0,0,0,0,0,0,0
WDM-115,0,0,0,38,38,0.5596,0,0,0,63,67,0.8394,0,0,0,4,0,0,25,0,0,0,0,0,28,33,0.2798,2,0,0,33,33,0.2798,10,0,0,0,0,0,0,0,0
WDM-313,1,0,0,26,32,0.2798,0,0,0,36,41,0.2798,0,0,0,0,0,0,22,26,0.2798,0,0,0,23,0,0,0,0,0,28,34,0.2798,4,0,0,0,0,0,8,0,0
DES MOINES-01,0,0,0,17,20,0.2798,0,0,0,14,16,0.2798,0,0,0,0,0,0,4,0,0,0,0,0,15,17,0.2798,1,0,0,11,12,0.2798,3,0,0,0,0,0,0,0,0
FRANKLIN-01,0,0,0,26,28,0.2798,0,0,0,22,24,0.2798,0,0,0,1,0,0,27,30,0.2798,0,0,0,4,0,0,6,0,0,17,19,0.2798,0,0,0,0,0,0,1,0,0
CLIVE-01,0,0,0,29,31,0.2798,0,0,0,23,32,0.5596,0,0,0,2,0,0,9,0,0,0,0,0,38,42,0.5596,2,0,0,24,32,0.2798,8,0,0,0,0,0,2,0,0
SAYLOR-02,0,0,0,15,18,0.2798,1,0,0,16,19,0.2798,0,0,0,0,0,0,18,22,0.5596,0,0,0,22,22,0.2798,10,0,0,15,16,0.2798,2,0,0,0,0,0,0,0,0
DES MOINES-77,0,0,0,18,20,0.2798,0,0,0,18,21,0.2798,0,0,0,0,0,0,5,0,0,0,0,0,50,50,0.8394,0,0,0,17,18,0.2798,2,0,0,0,0,0,0,0,0
CROCKER-02,2,0,0,20,0,0,1,0,0,29,30,0.2798,0,0,0,0,0,0,32,33,0.2798,0,0,0,13,23,0.2798,0,0,0,24,25,0.2798,10,0,0,0,0,0,1,0,0
DELAWARE-02,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,6,0.2798,0,0,0,4,7,0.2798,0,0,0,0,0,0,0,0,0
DES MOINES-04,1,0,0,11,11,0.2798,0,0,0,10,12,0.5596,0,0,0,0,0,0,5,0,0,0,0,0,13,16,0.5596,0,0,0,7,8,0.2798,4,0,0,0,0,0,0,0,0
DES MOINES-31,0,0,0,18,24,0.5596,0,0,0,14,19,0.2798,0,0,0,0,1,0,6,0,0,0,0,0,45,47,0.8394,5,0,0,18,19,0.2798,5,2,0,1,0,0,2,2,0
DES MOINES-50,0,0,0,30,30,0.5596,0,0,0,31,31,0.5596,0,0,0,0,0,0,1,0,0,0,0,0,49,51,0.8394,0,0,0,25,26,0.2798,2,1,0,0,0,0,1,0,0
DES MOINES-52,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,28,29,0.5596,0,0,0,12,16,0.2798,7,0,0,3,0,0,1,22,0.5596
DES MOINES-19,0,0,0,3,0,0,0,0,0,19,22,0.2798,0,0,0,0,0,0,0,0,0,0,0,0,47,51,0.5596,0,0,0,25,25,0.2798,5,0,0,0,0,0,0,1,0
MITCHELLVILLE-01,0,0,0,32,37,0.5596,3,0,0,23,38,0.5596,0,0,0,0,0,0,12,0,0,0,0,0,21,23,0.2798,8,0,0,14,20,0.2798,13,0,0,0,0,0,1,0,0
DES MOINES-13,0,0,0,19,25,0.2798,0,0,0,32,38,0.5596,0,0,0,2,0,0,17,0,0,0,0,0,44,49,0.5596,0,0,0,33,38,0.2798,7,0,0,0,0,0,1,5,0
DES MOINES-48,0,0,0,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,15,17,0.2798,0,0,0,8,13,0.2798,5,0,0,0,0,0,0,0,0
DES MOINES-49,0,0,0,11,14,0.2798,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,17,17,0.2798,1,0,0,8,12,0.2798,0,0,0,0,0,0,0,0,0
RUNNELLS-01,0,0,0,23,26,0.5596,0,0,0,20,24,0.2798,0,0,0,0,0,0,11,12,0.2798,0,0,0,0,0,0,9,0,0,15,17,0.2798,1,0,0,0,0,0,0,0,0
ALTOONA-01,0,0,0,16,19,0.2798,0,0,0,19,21,0.5596,0,0,0,1,0,0,5,0,0,0,0,0,18,20,0.2798,0,0,0,14,14,0.2798,2,0,0,0,0,0,0,0,0
WDM-112,0,0,0,18,0,0,0,0,0,28,33,0.2798,0,0,0,0,0,0,21,24,0.2798,0,0,0,34,36,0.5596,0,0,0,28,32,0.2798,0,0,0,0,0,0,0,0,0
DES MOINES-35,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,44,51,0.5596,7,0,0,11,20,0.2798,5,0,0,2,0,0,0,13,0.2798
DES MOINES-78,0,0,0,14,20,0.2798,0,0,0,27,34,0.5596,0,0,0,0,0,0,8,0,0,0,0,0,47,52,0.8394,6,0,0,20,22,0.2798,8,0,0,0,0,0,0,2,0
WDM-116,1,0,0,45,49,0.5596,2,0,0,51,57,0.5596,0,0,0,0,0,0,50,54,0.5596,0,0,0,79,81,0.5596,8,0,0,48,48,0.2798,5,0,0,0,0,0,0,0,0
DES MOINES-53,0,0,0,13,15,0.2798,0,0,0,13,15,0.2798,0,0,0,0,0,0,2,0,0,0,0,0,19,20,0.2798,0,0,0,10,10,0.2798,2,0,0,0,0,0,1,0,0
WDM-211,0,0,0,40,50,0.5596,0,0,0,39,54,0.5596,0,0,0,2,0,0,23,0,0,0,0,0,66,72,0.5596,4,0,0,33,35,0.2798,11,0,0,0,0,0,1,0,0
DES MOINES-06,0,0,0,2,0,0,0,0,0,17,20,0.2798,0,0,0,0,0,0,6,0,0,0,0,0,35,43,0.8394,9,0,0,15,19,0.2798,8,0,0,0,0,0,0,0,0
DES MOINES-30,1,0,0,11,12,0.2798,0,0,0,13,13,0.2798,0,0,0,1,0,0,0,0,0,0,0,0,35,37,0.8394,0,0,0,12,12,0.2798,2,0,0,0,0,0,0,1,0
DES MOINES-75,1,0,0,28,31,0.5596,0,0,0,17,18,0.2798,0,0,0,0,0,0,0,0,0,0,0,0,49,50,0.8394,3,0,0,16,20,0.2798,4,0,0,0,0,0,2,1,0
Total,28,0,0,3.389,3.143,36.6538,34,0,0,5.033,5.985,63.2348,0,0,0,50,4,0,2.911,2.589,27.98,0,0,0,5.664,5.891,63.2348,459,12,0.2798,4.568,4.981,50.9236,1.17,22,0.2798,36,76,0.2798,116,137,0.8394
Oakland,0,0,0,12,12,0.24,0,0,0,19,19,0.24,0,0,0,0,0,0,15,17,0.24,0,0,0,16,18,0.24,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0
Council Bluff 19,0,0,0,6,0,0,0,0,0,25,28,0.48,0,0,0,0,0,0,8,12,0.24,0,0,0,12,16,0.36,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0
Council Bluff 05,0,0,0,14,14,0.24,0,0,0,11,11,0.12,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0.6,0,0,0,1,0,0,11,12,0.24,0,0,0,0,0,0
McClelland,0,0,0,6,7,0.12,0,0,0,5,8,0.12,0,0,0,0,0,0,7,7,0.12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0
Lewis 2,0,0,0,26,29,0.36,0,0,0,28,29,0.36,0,0,0,0,0,0,17,18,0.24,0,0,0,24,35,0.36,0,0,0,13,0,0,4,0,0,0,0,0,0,0,0
Walnut,0,0,0,0,0,0,0,0,0,10,10,0.24,0,0,0,0,0,0,8,8,0.12,0,0,0,1,1,0,8,8,0.12,0,0,0,0,0,0,0,0,0,0,0,0
Carson,0,0,0,3,0,0,0,0,0,5,6,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0.12,5,5,0.12,0,0,0,0,0,0,0,0,0
Avoca,0,0,0,9,9,0.24,0,0,0,11,11,0.24,0,0,0,0,0,0,7,7,0.12,0,0,0,9,9,0.24,0,0,0,7,7,0.12,0,0,0,0,0,0,0,0,0
Carter Lake 1,0,0,0,14,14,0.24,0,0,0,9,9,0.12,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0.24,0,0,0,9,9,0.12,8,8,0.12,0,0,0,0,0,0
Council Bluff 20,0,0,0,7,0,0,0,0,0,18,23,0.36,0,0,0,0,0,0,8,0,0,0,0,0,14,16,0.24,7,0,0,13,14,0.24,15,16,0.24,0,0,0,0,0,0
Council Bluff 09,0,0,0,21,24,0.36,0,0,0,19,21,0.24,0,0,0,0,0,0,29,31,0.48,0,0,0,17,18,0.24,0,0,0,17,17,0.24,8,0,0,0,0,0,1,1,0
Treynor,0,0,0,6,6,0.12,0,0,0,13,13,0.24,0,0,0,0,0,0,7,7,0.12,0,0,0,2,0,0,0,0,0,8,10,0.24,0,0,0,0,0,0,0,0,0
Minden,0,0,0,2,0,0,0,0,0,3,5,0.24,0,0,0,0,0,0,2,0,0,0,0,0,4,4,0.12,1,0,0,6,8,0.24,0,0,0,0,0,0,0,1,0
Council Bluff 04,0,0,0,16,17,0.36,0,0,0,19,19,0.36,0,0,0,0,0,0,5,0,0,0,0,0,17,17,0.24,1,3,0,5,11,0.24,3,0,0,1,0,0,0,0,0
Council Bluff 13,0,0,0,13,14,0.24,0,0,0,14,16,0.24,0,0,0,0,0,0,6,0,0,0,0,0,25,25,0.36,0,0,0,13,16,0.24,13,13,0.12,0,0,0,0,0,0
Council Bluff 03,0,0,0,6,0,0,0,0,0,8,10,0.24,0,0,0,0,0,0,4,0,0,0,0,0,16,17,0.48,1,0,0,7,9,0.24,5,8,0.24,0,0,0,0,0,0
Council Bluff 15,0,0,0,5,6,0.24,0,0,0,6,6,0.12,0,0,0,0,0,0,0,0,0,0,0,0,13,14,0.48,1,0,0,7,7,0.24,6,6,0.24,0,0,0,2,1,0
Underwood,0,0,0,25,28,0.48,0,0,0,18,21,0.36,0,0,0,1,0,0,17,18,0.24,0,0,0,17,17,0.24,4,0,0,17,17,0.24,3,0,0,0,0,0,0,0,0
Council Bluff 01,0,0,0,9,12,0.24,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,22,22,0.36,2,0,0,10,12,0.24,12,13,0.24,0,0,0,0,0,0
Council Bluff 14,0,0,0,5,0,0,0,0,0,10,16,0.36,0,0,0,0,0,0,0,0,0,0,0,0,20,22,0.6,0,0,0,9,11,0.24,5,0,0,0,0,0,0,0,0
Garner,0,0,0,11,0,0,0,0,0,27,30,0.48,0,0,0,0,0,0,28,37,0.48,0,0,0,21,23,0.36,0,0,0,23,24,0.36,4,0,0,1,0,0,3,0,0
Council Bluff 17,0,0,0,11,19,0.36,0,0,0,12,17,0.36,0,0,0,0,0,0,11,0,0,0,0,0,34,34,0.72,1,0,0,15,17,0.36,3,0,0,0,0,0,0,0,0
Council Bluff 06,0,0,0,17,0,0,0,0,0,35,37,0.48,0,0,0,0,0,0,14,25,0.24,0,0,0,56,56,0.72,0,0,0,24,26,0.36,4,0,0,0,0,0,0,6,0
Council Bluff 02,0,0,0,4,0,0,0,0,0,9,10,0.24,0,0,0,1,0,0,8,11,0.24,0,0,0,27,28,0.6,0,0,0,12,13,0.36,1,0,0,0,0,0,0,0,0
Council Bluff 07,0,0,0,21,0,0,0,0,0,29,37,0.36,0,0,0,0,0,0,35,47,0.48,0,0,0,46,55,0.6,1,0,0,27,27,0.36,8,0,0,0,0,0,0,1,0
Council Bluff 18,0,0,0,5,0,0,0,0,0,18,27,0.6,0,0,0,0,0,0,4,0,0,0,0,0,23,25,0.48,2,0,0,16,19,0.36,10,0,0,0,0,0,2,9,0
Council Bluff 12,0,0,0,21,28,0.36,24,0,0,0,28,0.36,0,0,0,0,0,0,16,0,0,0,0,0,26,30,0.48,2,0,0,27,33,0.48,3,0,0,0,0,0,0,0,0
Council Bluff 11,0,0,0,22,0,0,1,0,0,42,54,0.6,0,0,0,1,0,0,18,0,0,1,0,0,51,55,0.6,0,0,0,32,44,0.48,17,28,0.36,0,0,0,1,0,0
Neola,0,0,0,13,13,0.24,0,0,0,5,0,0,0,0,0,0,0,0,13,16,0.24,0,0,0,7,0,0,0,0,0,19,24,0.48,0,0,0,0,0,0,0,0,0
Council Bluff 10A,0,0,0,31,31,0.48,0,0,0,35,36,0.6,0,0,0,0,0,0,30,30,0.48,0,0,0,24,25,0.36,0,0,0,28,29,0.48,5,0,0,0,0,0,0,2,0
Total,0,0,0,361,283,4.92,25,0,0,466,557,8.88,0,0,0,3,0,0,322,291,4.08,1,0,0,590,628,10.32,34,16,0.24,388,410,7.08,149,104,1.8,3,1,0,9,21,0
BMWJ,0,0,0,13,13,0.28,0,0,0,14,15,0.42,0,0,0,0,0,0,9,10,0.28,0,0,0,12,12,0.28,2,0,0,10,10,0.28,0,0,0,0,0,0,0,0,0
4TH WARD - 09.09GR,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,48,56,0.56,0,0,0,100,111,1.12,0,0,0,60,64,0.56,10,0,0,0,0,0,5,0,0
1ST WARD - 06.06GR,0,0,0,25,0,0,1,0,0,86,0,0,0,0,0,0,0,0,27,0,0,0,0,0,366,387,1.54,6,0,0,257,311,1.26,55,0,0,0,3,0,7,129,0.56
3RD WARD - 08.08GR,0,0,0,9,0,0,0,0,0,23,32,0.42,0,0,0,1,0,0,11,0,0,0,0,0,48,50,0.7,1,0,0,33,45,0.56,6,0,0,0,0,0,0,0,0
CGWS,0,0,0,5,0,0,0,0,0,10,13,0.14,0,0,0,0,0,0,16,18,0.28,0,0,0,12,12,0.14,0,0,0,22,26,0.28,8,0,0,0,0,0,0,4,0
2ND WARD - 07.07GR,1,0,0,27,0,0,0,0,0,49,55,0.42,0,0,0,2,0,0,54,70,0.56,0,0,0,66,78,0.56,2,0,0,115,124,0.84,7,0,0,3,0,0,2,0,0
JUPS,0,0,0,4,0,0,0,0,0,7,8,0.14,0,0,0,0,0,0,9,14,0.28,0,0,0,7,9,0.28,0,0,0,3,0,0,3,0,0,0,0,0,1,3,0
MS,0,0,0,8,8,0.14,0,0,0,6,10,0.14,0,0,0,0,0,0,3,0,0,0,0,0,8,10,0.14,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0
